30-39 y/o % of total pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,R_death_2018,R_NATURAL_INC_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI
0.37843469132216184,0.01384767854681265,0.0007759436218497221,0.5799086757990868,0.2606635071090047,0.1566820276497696,0.8203592814371258,0.20636942675159237,0.20233463035019456,0.2006079027355623,0.18478260869565213,0.4171302263150514,0.22528665612073454,0.19516951572763247,0.23214285714285715,0.2088333363051192,0.16522530723714157,0.5723981900452488,0.564516129032258,0.5794183445190155,0.5878962536023056,0.5868263473053891,0.5943661971830985,0.43362831858407086,0.40952380952380946,0.443548387096774,0.3846153846153847,0.3818181818181818,0.3230769230769231,0.3155080213903743,0.33004926108374383,0.34090909090909083,0.3414634146341464,0.36170212765957455
0.30093101270758343,0.01702932004493853,0.0008397198099469595,0.5388127853881279,0.2890995260663507,0.2933947772657451,0.5389221556886228,0.19490445859872613,0.2587548638132296,0.30243161094224924,0.2826086956521739,0.31952559984507206,0.1713058942590173,0.1505528130227245,0.14880952380952378,0.1599682613269618,0.16613563950842059,0.6764705882352942,0.6658986175115207,0.6868008948545861,0.6311239193083575,0.6317365269461076,0.636619718309859,0.5486725663716814,0.523809523809524,0.5725806451612903,0.49230769230769245,0.5151515151515151,0.4051282051282052,0.3957219251336898,0.41871921182266,0.40909090909090906,0.41463414634146345,0.44680851063829796
0.3050174820897554,0.009184446583113017,3.1888094048618716e-05,0.6392694063926941,0.2488151658767772,0.18586789554531494,0.8742514970059879,0.19363057324840766,0.3190661478599222,0.35410334346504563,0.3462732919254658,0.23483163825207404,0.11571376637157707,0.1191057076414671,0.30357142857142855,0.11756682060517448,0.19890760127446516,0.751131221719457,0.73963133640553,0.7606263982102908,0.6887608069164266,0.68562874251497,0.6957746478873239,0.6991150442477876,0.6666666666666667,0.7096774193548385,0.7000000000000001,0.7090909090909092,0.48717948717948717,0.4705882352941177,0.4975369458128079,0.4318181818181819,0.41463414634146345,0.46808510638297873
0.2901966099342201,0.013471790009211709,8.503491746298324e-05,0.589041095890411,0.2962085308056872,0.16129032258064516,0.7385229540918163,0.23439490445859873,0.19066147859922178,0.22492401215805474,0.21273291925465837,0.46481955119857715,0.23827583835247648,0.22808534943494757,0.13095238095238093,0.23270866394451079,0.22075557578516158,0.5067873303167421,0.4930875576036866,0.523489932885906,0.48126801152737747,0.4760479041916167,0.4873239436619719,0.46017699115044247,0.42857142857142855,0.47580645161290314,0.46923076923076923,0.4848484848484848,0.3641025641025641,0.34759358288770054,0.3743842364532019,0.36363636363636365,0.3414634146341464,0.36170212765957455
0.30002748825216524,0.010320759064962624,3.1888094048618716e-05,0.5479452054794521,0.34360189573459715,0.09677419354838711,0.6067864271457085,0.245859872611465,0.14396887159533073,0.21124620060790272,0.20962732919254654,0.5212881281984503,0.26088408972557653,0.26105830035494265,0.0357142857142857,0.26097926287823403,0.21438324988620844,0.5701357466063348,0.5529953917050692,0.5861297539149888,0.628242074927954,0.6197604790419161,0.6394366197183099,0.46017699115044247,0.42857142857142855,0.47580645161290314,0.30000000000000004,0.3151515151515151,0.2820512820512821,0.26737967914438504,0.2906403940886699,0.36363636363636365,0.3414634146341464,0.38297872340425543
0.4957835436444335,0.017591960959682046,0.0015093697849679526,0.5799086757990868,0.2890995260663507,0.2780337941628265,0.6367265469061876,0.17070063694267518,0.4066147859922179,0.4711246200607903,0.4875776397515527,0.2521586409076642,0.12592235966868745,0.12650646648443553,0.1607142857142857,0.1262414635451028,0.12471552116522527,0.6832579185520362,0.6912442396313365,0.6778523489932884,0.6397694524495676,0.6586826347305387,0.6253521126760562,0.584070796460177,0.5714285714285716,0.5806451612903225,0.5538461538461539,0.5272727272727273,0.48717948717948717,0.49197860962566836,0.4827586206896551,0.4772727272727273,0.46341463414634154,0.46808510638297873
0.3338383386381633,0.021265571760277588,0.00025510475238894973,0.4794520547945206,0.2985781990521327,0.10906298003072198,0.5249500998003992,0.3821656050955414,0.15953307392996108,0.1975683890577508,0.18788819875776394,0.5575448367357387,0.3033396543423367,0.2590265595038962,0.1964285714285714,0.27913093094164004,0.18161128812016386,0.35972850678733026,0.34562211981566826,0.3668903803131991,0.39769452449567727,0.3922155688622754,0.39999999999999997,0.3893805309734513,0.3523809523809524,0.41129032258064513,0.32307692307692315,0.3575757575757575,0.25128205128205133,0.24064171122994654,0.27093596059113295,0.2954545454545455,0.29268292682926833,0.3191489361702128
0.5960291561983595,0.012942271224554734,0.0014455935968707152,0.29680365296803657,0.5521327014218009,0.19508448540706608,0.592814371257485,0.1872611464968153,0.17315175097276264,0.16717325227963528,0.15683229813664593,0.6810776398414216,0.36228224451496904,0.3232834237689201,0.20238095238095238,0.34097676657810744,0.20573509330905776,0.5271493212669682,0.5253456221198156,0.5279642058165548,0.6051873198847264,0.616766467065868,0.5971830985915492,0.2300884955752212,0.219047619047619,0.24193548387096764,0.2076923076923077,0.18787878787878787,0.2358974358974359,0.24064171122994654,0.23645320197044334,0.2272727272727273,0.2195121951219513,0.23404255319148937
0.18264933200511696,0.007904136793618718,0.00011692301151160195,0.6255707762557078,0.22274881516587675,0.29800307219662064,0.5868263473053892,0.17707006369426753,0.2509727626459144,0.3069908814589666,0.29192546583850926,0.3112271586965571,0.15659726657299786,0.15516298804618334,0.15476190476190474,0.155813704687695,0.06873008648156576,0.6289592760180995,0.6198156682027649,0.6353467561521251,0.634005763688761,0.6317365269461076,0.6394366197183099,0.663716814159292,0.6285714285714286,0.6774193548387095,0.5461538461538462,0.5696969696969696,0.4666666666666666,0.45454545454545453,0.47783251231527085,0.5454545454545455,0.5121951219512195,0.5531914893617023
0.5178822970745336,0.017605707810543506,0.00012755237619447486,0.42465753424657543,0.3744075829383886,0.30107526881720437,0.5788423153692615,0.1681528662420382,0.3132295719844358,0.3510638297872341,0.3385093167701863,0.4172192653831685,0.20414238973441937,0.2128105748439476,0.14880952380952378,0.20887791309309417,0.1665908056440601,0.6357466063348416,0.6382488479262671,0.6353467561521251,0.6426512968299711,0.6526946107784432,0.6338028169014085,0.5309734513274336,0.5142857142857142,0.532258064516129,0.3615384615384616,0.3454545454545455,0.4615384615384615,0.45989304812834225,0.4532019704433497,0.4545454545454545,0.4390243902439025,0.44680851063829796
